#OTU ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_4043,Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, 
OTU_1143,Bacteria, Acidobacteria, iii1-8, DS-18, , , 
OTU_734,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, , 
OTU_3651,Bacteria, Chloroflexi, Anaerolineae, SBR1031, oc28, , 
OTU_3412,Bacteria, Chlorobi, , , , , 
OTU_1003,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium,
OTU_1089,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,,,
OTU_2503,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
OTU_4065,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, cryoconitis
OTU_2770,Bacteria, Chlorobi, OPB56, , , , 
OTU_2750,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], OR-59, 
OTU_1232,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Rhabdochlamydiaceae, Candidatus Rhabdochlamydia, 
OTU_2752,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, , , 
OTU_060,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae,,
OTU_3792,Bacteria, Planctomycetes, vadinHA49, p04 C01, , , 
OTU_965,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_266,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus, 
OTU_2461,Bacteria, TM6, SJA-4, , , , 
OTU_1417,Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophobacteraceae, , 
OTU_3082,Bacteria, OD1, , , , , 
OTU_1894,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_1859,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_806,Bacteria, Acidobacteria, [Chloracidobacteria], RB41, , , 
OTU_1311,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], Chthoniobacter, 
OTU_480,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, multivorum
OTU_1594,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_3472,Bacteria, Proteobacteria, Deltaproteobacteria,,,,
OTU_1819,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_827,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_1122,Bacteria, Firmicutes, Clostridia, Clostridiales, [Mogibacteriaceae], Anaerovorax, 
OTU_2810,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_3821,Bacteria, Proteobacteria, Gammaproteobacteria, 34P16, , , 
OTU_3079,Bacteria, Gemmatimonadetes, Gemm-5, , , , 
OTU_4223,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_3135,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_3758,Bacteria, Proteobacteria, Gammaproteobacteria,,,,
OTU_1580,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas, 
OTU_1525,Bacteria, TM6, SJA-4, , , , 
OTU_1364,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_2015,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, , 
OTU_1826,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nocardioidaceae, , 
OTU_2271,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_1840,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae,,
OTU_2974,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae,,
OTU_1123,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, mb2424, , 
OTU_1596,Bacteria, OP11, WCHB1-64,,,,
OTU_1467,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae,,
OTU_2067,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, psychrotolerans
OTU_3682,Bacteria, Planctomycetes, Planctomycetia, B97, , , 
OTU_1916,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, , 
OTU_2887,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Dyadobacter, 
OTU_2371,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_3701,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Dysgonomonas, 
OTU_1550,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Uliginosibacterium, 
OTU_1187,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,
OTU_2397,Bacteria, Acidobacteria, Acidobacteriia, Acidobacteriales, Acidobacteriaceae, Terriglobus, 
OTU_2359,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_239,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Streptomycetaceae, Streptomyces,
OTU_3775,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_4202,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_2978,Bacteria, OD1, ZB2, , , , 
OTU_499,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Tsukamurellaceae, Tsukamurella, 
OTU_2748,Bacteria, SR1, , , , , 
OTU_914,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, viridiflava
OTU_174,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Phaeospirillum, fulvum
OTU_1547,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae,,
OTU_3091,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_024,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus,
OTU_1457,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Arthrospira, 
OTU_3511,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, Pirellula, 
OTU_1207,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], OR-59, 
OTU_3558,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_4209,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales,,,
OTU_2391,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Leadbetterella, 
OTU_391,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Flectobacillus, 
OTU_3076,Bacteria, Proteobacteria, Deltaproteobacteria, [Entotheonellales], [Entotheonellaceae], , 
OTU_3304,Bacteria,,,,,,
OTU_3967,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_621,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, [Paraprevotellaceae], [Prevotella], 
OTU_290,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, 
OTU_1086,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, yangpyeongensis
OTU_1208,Bacteria, Tenericutes, RF3, ML615J-28, , , 
OTU_3532,Bacteria, TM6, SJA-4, , , , 
OTU_797,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,,,
OTU_3980,Bacteria, TM7, TM7-1, , , , 
OTU_1531,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales,,,
OTU_3454,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, C111, , 
OTU_1179,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], OR-59, 
OTU_1872,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, butyricum
OTU_2886,Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus, 
OTU_737,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, 
OTU_3949,Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophobacteraceae, , 
OTU_883,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Filimonas, lacunae
OTU_3433,Bacteria, Proteobacteria, TA18, PHOS-HD29, , , 
OTU_2745,Bacteria, Gemmatimonadetes, Gemm-1, , , , 
OTU_3989,Bacteria, GN02, BD1-5, , , , 
OTU_4080,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales,,,
OTU_2835,Bacteria, Verrucomicrobia, [Pedosphaerae], [Pedosphaerales], , , 
OTU_1141,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_3284,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_3298,Bacteria, Cyanobacteria, 4C0d-2, MLE1-12, , , 
OTU_1175,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nocardioidaceae, , 
OTU_838,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, 
OTU_1259,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, , 
OTU_4172,Bacteria,,,,,,
OTU_3736,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, 
OTU_3112,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, , 
OTU_2049,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], OR-59, 
OTU_1168,Bacteria, TM6, SJA-4, , , , 
OTU_4029,Bacteria, WPS-2, , , , , 
OTU_1903,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], , 
OTU_3343,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,,,
OTU_4011,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae,,
OTU_2182,Bacteria, Verrucomicrobia, [Pedosphaerae], [Pedosphaerales], Ellin517, , 
OTU_2733,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
OTU_2962,Bacteria, TM6, SBRH58, , , , 
OTU_148,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae,,
OTU_402,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, 
OTU_750,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Arthrobacter,
OTU_2057,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Sinobacteraceae, , 
OTU_2971,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_3010,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
OTU_973,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
OTU_598,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, umsongensis
OTU_305,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_1741,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
OTU_3992,Bacteria,,,,,,
OTU_1331,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
OTU_1612,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, , , 
OTU_3854,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_1595,Bacteria, Planctomycetes, Phycisphaerae, Phycisphaerales, , , 
OTU_3944,Bacteria, TM6, SBRH58, , , , 
OTU_3998,Bacteria, TM6, SJA-4, , , , 
OTU_1783,Bacteria, Acidobacteria, Solibacteres, Solibacterales, Solibacteraceae, Candidatus Solibacter, 
OTU_1419,Bacteria, Firmicutes, Erysipelotrichi, Erysipelotrichales, Erysipelotrichaceae, , 
OTU_3318,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_4052,Bacteria,,,,,,
OTU_1422,Bacteria, Firmicutes, Erysipelotrichi, Erysipelotrichales, Erysipelotrichaceae, , 
OTU_1432,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae,,
OTU_019,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_2297,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2148,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, 
OTU_1952,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_1374,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae,,
OTU_1144,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_2239,Bacteria, Proteobacteria, Betaproteobacteria,,,,
OTU_1256,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium, 
OTU_3190,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_3672,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
OTU_166,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, 
OTU_2009,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_3113,Bacteria, Planctomycetes, C6, MVS-107, , , 
OTU_2332,Bacteria, Actinobacteria, MB-A2-108, 0319-7L14, , , 
OTU_1339,Bacteria, Chloroflexi,,,,,
OTU_342,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Chitinophaga, 
OTU_419,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, durum
OTU_2957,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae,,
OTU_1046,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae,,
OTU_3054,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_3988,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, mitochondria, , 
OTU_2848,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, C111, , 
OTU_2545,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, , , 
OTU_4045,Bacteria, OD1, ZB2, , , , 
OTU_3108,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
OTU_614,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Chitinophaga, 
OTU_1365,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_3018,Bacteria, Chloroflexi, TK10, AKYG885, Dolo 23, , 
OTU_3124,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_3200,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, , 
OTU_3606,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, 
OTU_2809,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_3448,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, , 
OTU_3207,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_4008,Bacteria, Verrucomicrobia, Opitutae,,,,
OTU_3297,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_2025,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, HTCC2188, HTCC, 
OTU_840,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, azotifigens
OTU_3831,Bacteria, OD1, ZB2, , , , 
OTU_1911,Bacteria, Acidobacteria, Acidobacteriia, Acidobacteriales, Acidobacteriaceae, , 
OTU_3720,Bacteria, TM6, SJA-4, , , , 
OTU_143,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae,,
OTU_2073,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae,,
OTU_1527,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], DA101, 
OTU_1489,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
OTU_252,Archaea, Euryarchaeota, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobrevibacter, 
OTU_3675,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, , 
OTU_1699,Bacteria, Acidobacteria, [Chloracidobacteria], 11-24, , , 
OTU_2159,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_2245,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_3400,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2535,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Agromyces,
OTU_1785,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium, 
OTU_3391,Bacteria, Acidobacteria, , , , , 
OTU_2551,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Cryomorphaceae, Fluviicola, 
OTU_3496,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, , 
OTU_918,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_1010,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae,,
OTU_328,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae,,
OTU_921,Bacteria, Firmicutes, Clostridia,,,,
OTU_3714,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, , 
OTU_862,Bacteria, Proteobacteria, Betaproteobacteria, Ellin6067, , , 
OTU_3087,Bacteria, Proteobacteria,,,,,
OTU_2251,Bacteria, Verrucomicrobia, Opitutae, [Cerasicoccales], [Cerasicoccaceae], , 
OTU_2444,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
OTU_2190,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, 
OTU_2706,Bacteria, Bacteroidetes, [Rhodothermi], [Rhodothermales], [Balneolaceae], , 
OTU_1116,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_1050,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Phaeospirillum, fulvum
OTU_2032,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Mycobacteriaceae, Mycobacterium,
OTU_3088,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2708,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Anaerovibrio, 
OTU_625,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, 
OTU_153,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, 
OTU_1183,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
OTU_3702,Bacteria, Proteobacteria, Alphaproteobacteria, BD7-3, , , 
OTU_1334,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Balneimonas, 
OTU_2618,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Methylibium,
OTU_3131,Bacteria, Planctomycetes, OM190, CL500-15, , , 
OTU_1406,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_433,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, viridiflava
OTU_1562,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_1768,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, , 
OTU_2066,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,,
OTU_4160,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales,,,
OTU_029,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas,
OTU_4220,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_687,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium,
OTU_2140,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nocardioidaceae, Pimelobacter, 
OTU_3950,Bacteria, Cyanobacteria, 4C0d-2, SM1D11, , , 
OTU_1972,Bacteria, TM6, SJA-4, , , , 
OTU_3276,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_3121,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_854,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
OTU_294,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae,,
OTU_3365,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
OTU_3987,Archaea, [Parvarchaeota], [Parvarchaea], YLA114, , , 
OTU_3767,Bacteria, OD1, ABY1, , , , 
OTU_1366,Bacteria, Proteobacteria,,,,,
OTU_1471,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_2858,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_664,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, ACK-M1, , 
OTU_1222,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Comamonas, 
OTU_2415,Bacteria, Acidobacteria, Acidobacteria-6, CCU21, , , 
OTU_011,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Pandoraea, 
OTU_1414,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Chitinibacter, tainanensis
OTU_087,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae,,
OTU_3585,Bacteria, FBP, , , , , 
OTU_169,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, 
OTU_1280,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_599,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, cecorum
OTU_1233,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, 
OTU_1229,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], Chthoniobacter, 
OTU_2527,Bacteria, TM6, SJA-4, , , , 
OTU_287,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Janthinobacterium, 
OTU_697,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae,,
OTU_386,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Trichococcus, 
OTU_3336,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_2741,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, 
OTU_3650,Bacteria, Cyanobacteria, 4C0d-2, SM1D11, , , 
OTU_767,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Pseudoxanthomonas,
OTU_2760,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_2849,Bacteria, Proteobacteria, Alphaproteobacteria, BD7-3, , , 
OTU_1746,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
